product_id,seller_id,category_id,country_id,condition_id,product_name,product_price,shipping_fee,page_number,category_id,category,condition_id,product_condition,seller_id,seller_name,seller_feedback_score,country_id,origin_country
1336,1254,1,63,1,Xiaomi Mi 11 5G Smartphone Android 11 Snapdragon 888 Octa Core NFC Global ROM,2484.67,0.0,1,1,Cell Phones & Accessories,1,New,1254,manysellok,25703,63,China
1337,1334,1,211,1,"Xiaomi MI 11 Ultra Cell Phone Black 12GB RAM+512 GB ROM, IP68, 50 MPX DualSim mi",6900.44,225.56,1,1,Cell Phones & Accessories,1,New,1334,phonemaniac,3029,211,Hong Kong
1338,1292,1,63,1,"Xiaomi Mi 11 5G, fotocamera da 108 MP, 8 GB + 128 GB",3183.68,97.93,1,1,Cell Phones & Accessories,1,New,1292,need-4u,33,63,China
1339,1334,1,211,1,"Xiaomi MI 11 Ultra Cell Phone White 12GB RAM+256 GB ROM, IP68, 50 MPX DualSim mi",6440.11,225.56,1,1,Cell Phones & Accessories,1,New,1334,phonemaniac,3029,211,Hong Kong
1340,1292,1,63,1,"Xiaomi Mi 11 5G, fotocamera da 108 MP, 12 GB + 256 GB",3751.65,97.93,1,1,Cell Phones & Accessories,1,New,1292,need-4u,33,63,China
1341,1343,1,14,8,Xiaomi mi 11 5g,2485.82,,1,1,Cell Phones & Accessories,8,Used,1343,jaydee7171,1085,14,United Kingdom
1342,842,1,63,1,"Xiaomi Mi 11 Pro 5G SmartPhone Snapdragon 888 5000mAh 6.81"" IP68 CN Version",3314.05,99.92,1,1,Cell Phones & Accessories,1,New,842,helloworld2003,1641,63,China
1343,457,1,1,1,"Xiaomi Mi 11 256GB 8GB Ram (FACTORY UNLOCKED) 6.81"" 108MP",2631.19,119.87,1,1,Cell Phones & Accessories,1,New,457,never-msrp,119196,1,United States
1344,457,1,1,8,"USED - Xiaomi Mi 11 256GB 8GB Ram (FACTORY UNLOCKED) 6.81"" 108MP (Global) Blue",2664.53,119.87,1,1,Cell Phones & Accessories,8,Used,457,never-msrp,119196,1,United States
1345,457,1,1,1,"Xiaomi Mi 11 Lite 128GB 6GB Ram (FACTORY UNLOCKED) 6.55"" 64MP (Global)",1665.32,119.87,1,1,Cell Phones & Accessories,1,New,457,never-msrp,119196,1,United States
1346,457,1,1,1,"Xiaomi Mi 11 Lite 5G 128GB 6GB Ram (FACTORY UNLOCKED) 6.55"" 64MP (Global)",2331.46,119.87,1,1,Cell Phones & Accessories,1,New,457,never-msrp,119196,1,United States
1347,767,1,1,8,Xiaomi Mi 11 128GB 8GB RAM | MIUI 12 | FACTORY UNLOCKED 108MP | BLACK!,2264.84,116.71,1,1,Cell Phones & Accessories,8,Used,767,megamobilesales,2321,1,United States
1348,1350,1,211,1,"Xiaomi Mi 11 Pro 6.81"" 5G 128GB 256GB 50MP Snapdragon 8885000mAh Phone By FedEx",4598.71,161.12,1,1,Cell Phones & Accessories,1,New,1350,bq_shop01,640,211,Hong Kong
1349,1351,1,14,1,"Xiaomi Mi 11 6.81"" 5G 12GB 256GB 108MP",234.77,,1,1,Cell Phones & Accessories,1,New,1351,tom-phones-uk,27,14,United Kingdom
1350,1307,1,63,1,Xiaomi Mi 11 Pro 5G Phone 6.81' 12GB 256GB Snapdragon 888 50.0MP Android 11,4563.03,83.27,1,1,Cell Phones & Accessories,1,New,1307,e-younglife,530,63,China
1351,1353,1,192,8,Xiaomi Mi 9T Pro M1903F11G Glacier Blue 6 GB RAM 128 GB ROM Smartphone Dual-Sim,979.07,235.02,1,1,Cell Phones & Accessories,8,Used,1353,!ntress,140645,192,Germany
1352,600,1,211,1,"Xiaomi Mi 11 6.81"" 5G 8/256GB BLUE GLOBAL VERSION 108MP Snapdragon 888CN FSHIP",2997.53,133.23,1,1,Cell Phones & Accessories,1,New,600,bq_shop02,486,211,Hong Kong
1353,600,1,211,1,"Xiaomi Mi 11 Pro 6.81"" 5G 128GB 256GB 50MP Snapdragon 8885000mAh Phone CN FSHIP",3993.48,133.23,1,1,Cell Phones & Accessories,1,New,600,bq_shop02,486,211,Hong Kong
1354,1356,1,14,8,Xiaomi Mi 11 Ultra - 8GB 256GB - Ceramic White (Unlocked) (Dual Sim),4833.53,,1,1,Cell Phones & Accessories,8,Used,1356,boxing_522625,28,14,United Kingdom
1355,600,1,211,1,"Xiaomi Mi 11 6.81"" 5G 8/256GB GREY GLOBAL VERSION 108MP Snapdragon 888 CN FSHIP",2997.53,133.23,1,1,Cell Phones & Accessories,1,New,600,bq_shop02,486,211,Hong Kong
1356,1278,1,1278,1,XIAOMI MI 11 SMARTPHONE - 108MP CAMERA,3164.17,66.61,1,1,Cell Phones & Accessories,1,New,1278,nuebrahi_0,49,1278,South Africa
1357,1359,1,14,8,Xiaomi Mi 11 5G 128GB Snapdragon888 Android11  Midnight Grey Dual SIM UK version,1427.04,,1,1,Cell Phones & Accessories,8,Used,1359,mjr8591,1733,14,United Kingdom
1358,1360,1,56,1,"Xiaomi Mi 11 série limitée Leijun. 12/256, snapdragon 888",3329.51,117.51,1,1,Cell Phones & Accessories,1,New,1360,nickyrabibs,581,56,France
1359,1361,1,1361,1,"Xiaomi Mi 11 Snapdragon 888 12GB+256GB 6.81"" 2K AMOLED 5G European Rom Violet",3224.12,66.58,1,1,Cell Phones & Accessories,1,New,1361,scarletwill,11,1361,Taiwan
1360,1334,1,211,1,"Xiaomi MI 11 Ultra Cell Phone White 12GB RAM+512 GB ROM, IP68, 50 MPX DualSim mi",6900.44,225.56,1,1,Cell Phones & Accessories,1,New,1334,phonemaniac,3029,211,Hong Kong
1361,1363,1,14,1,"Xiaomi Mi 11 5G - Smartphone 8GB+128GB, 6,81” WQHD+ AMOLED quad-curved",4515.85,159.6,1,1,Cell Phones & Accessories,1,New,1363,yourukshop,568,14,United Kingdom
1362,1364,1,192,8,Xiaomi Mi 11 5g 8Gb/256Gb Midnight Grey,2820.29,,1,1,Cell Phones & Accessories,8,Used,1364,s.samboll,270,192,Germany
1363,592,1,211,1,"Xiaomi Mi 11 Pro 6.81"" 5G 256GB 50MP Snapdragon 888 IP68 5000mAh Phone By FedEx",4216.67,139.89,1,1,Cell Phones & Accessories,1,New,592,bq_shop,17243,211,Hong Kong
1364,625,1,599,1,"Xiaomi Mi 11 5G Midnight Grey, Dual SIM, 256GB 8GB, Official Warranty, No Brand",3213.06,117.57,1,1,Cell Phones & Accessories,1,New,625,amastoreantalia,4063,599,Italy
1365,1367,1,599,8,XIAOMI MI 11 5G GREY 128gb+8GB RAM Snapdragon 888 Qualcom Garanzia Italia,2738.03,,1,1,Cell Phones & Accessories,8,Used,1367,iura_23,124,599,Italy
1366,633,1,211,1,"Xiaomi Mi 11 6.81"" 5G 256/128GB 108MP Cam Snapdragon888 Android11 Phone By FedEx",3770.94,161.12,1,1,Cell Phones & Accessories,1,New,633,globaltone,188,211,Hong Kong
1367,1369,1,14,8,"XIAOMI MI MAX 3 64GB 4GB RAM 6.9"" FHD SCREEN MIUI ANDROID 11",644.47,,1,1,Cell Phones & Accessories,8,Used,1369,tbuyandsell,83,14,United Kingdom
1368,592,1,211,1,"Xiaomi Mi 11 Pro 6.81"" 5G 128GB 50MP Snapdragon 888 IP68 5000mAh Phone By FedEx",3996.84,139.89,1,1,Cell Phones & Accessories,1,New,592,bq_shop,17243,211,Hong Kong
1369,1371,1,63,1,"Xiaomi Mi 11 6.81"" 5G 256/128GB 108MP Cam Snapdragon888 Android11 Phone EU Plug",3268.39,138.1,1,1,Cell Phones & Accessories,1,New,1371,*_ics_*,388,63,China
1370,1372,1,14,210,FAULTY Xiaomi Mi 9T Pro M1903F11G,69.05,135.66,1,1,Cell Phones & Accessories,210,For parts or not working,1372,mprc01,5812,14,United Kingdom
1371,1373,1,63,1,Xiaomi Mi 11 8 go RAM 256 go,2897.71,0.0,1,1,Cell Phones & Accessories,1,New,1373,josbouh-84,2,63,China
1372,1254,1,63,1,Xiaomi Mi 11 5G Smartphone Android 11 Snapdragon 888 Octa Core GPS Touch ID NFC,2401.4,0.0,1,1,Cell Phones & Accessories,1,New,1254,manysellok,25703,63,China
1373,1307,1,63,1,Xiaomi Mi 10S 5G Phone 6.67' 12GB 256GB Octa Core Android 11 Dual SIM 5000mAh,2942.64,83.27,1,1,Cell Phones & Accessories,1,New,1307,e-younglife,530,63,China
1374,600,1,211,1,"Xiaomi Mi 11 6.81"" 5G 256/128GB 108MP Cam Snapdragon888 Android11 Phone CN FSHIP",3276.64,133.23,1,1,Cell Phones & Accessories,1,New,600,bq_shop02,486,211,Hong Kong
1375,592,1,211,1,"Xiaomi Mi 11 6.81"" 5G 8/256GB GREY GLOBAL VERSION 108MP Snapdragon 888 By FedEx",2997.57,139.89,1,1,Cell Phones & Accessories,1,New,592,bq_shop,17243,211,Hong Kong
1376,592,1,211,1,"Xiaomi Mi 11 6.81"" 5G 256/128GB 108MP Cam Snapdragon888 Android11 Phone By FedEx",3277.34,139.89,1,1,Cell Phones & Accessories,1,New,592,bq_shop,17243,211,Hong Kong
1377,1268,1,63,1,Xiaomi Mi 11 5G Smartphone MIUI 12 Snapdragon 888 Octa Core GPS NFC Global ROM,2484.67,0.0,1,1,Cell Phones & Accessories,1,New,1268,likesell365,4906,63,China
1378,1350,1,211,1,"Xiaomi Mi 11 6.81"" 5G 8/256GB BLUE GLOBAL VERSION 108MP Snapdragon 888 By FedEx",3452.48,161.12,1,1,Cell Phones & Accessories,1,New,1350,bq_shop01,640,211,Hong Kong
1379,1381,1,1381,1,Xiaomi Mi 11 12GB RAM 256GB ROM NFC In Screen Fingerprint Face ID Triple Camera,3797.0,0.0,1,1,Cell Phones & Accessories,1,New,1381,lipenc_0,7,1381,Bulgaria
1380,1382,1,192,1,Xiaomi Mi 11 - 8GB/256GB - Rechnung Vorhanden - Nagelneu!,2467.76,,1,1,Cell Phones & Accessories,1,New,1382,thomabanci9,87,192,Germany
1381,1383,1,115,1,"Brand New Xiaomi Mi 11 5G 128/256GB RAM 6.8"" *All Colors* Unlocked Au Seller EXP",2859.0,,1,1,Cell Phones & Accessories,1,New,1383,fastcomm,1957,115,Australia
1382,1384,1,192,1,"Xiaomi mi 11,NEU OVP Garantie,midnight gray 8GB/256GB,mit Kaufbeleg,LTE 4G+5G !!",2929.97,54.8,2,1,Cell Phones & Accessories,1,New,1384,1ego1as67,137,192,Germany
1383,1350,1,211,1,"Xiaomi Mi 11 6.81"" 5G 8/256GB GREY GLOBAL VERSION 108MP Snapdragon 888 By FedEx",3452.43,161.12,2,1,Cell Phones & Accessories,1,New,1350,bq_shop01,640,211,Hong Kong
1384,1381,1,1381,1,Xiaomi Mi 11 8GB RAM 256GB ROM NFC In Screen Fingerprint Face ID Triple Rear Cam,3497.24,0.0,2,1,Cell Phones & Accessories,1,New,1381,lipenc_0,7,1381,Bulgaria
1385,1387,1,192,1,Xiaomi Mi 11 - 256GB - Midnight Gray NEU (Dual SIM),2738.03,,2,1,Cell Phones & Accessories,1,New,1387,sebastian2025,189,192,Germany
1386,1388,1,192,1,"*OSTER SPECIAL*: Xiaomi Mi 11 5G, 256GB, Midnight Gray, grau, NEU OVP GARANTIE",3090.57,,2,1,Cell Phones & Accessories,1,New,1388,besschthandy,345,192,Germany
1387,1389,1,14,77,"Xiaomi Mi 11 6.81"" 5G 128GB 108MP Cam Snapdragon888 Android11 Phone",2761.97,,2,1,Cell Phones & Accessories,77,Open box,1389,iamjro,222,14,United Kingdom
1388,1390,1,192,1,Xiaomi Mi 11 - 256GB - Horizon Blue (Ohne Simlock) (Dual SIM),1179.04,,2,1,Cell Phones & Accessories,1,New,1390,lupofreak91,637,192,Germany
1389,1351,1,14,1,"Xiaomi Mi 11 6.81"" 5G 8GB 128GB 108MP Android11",718.12,,2,1,Cell Phones & Accessories,1,New,1351,tom-phones-uk,27,14,United Kingdom
1390,1392,1,192,1,Xiaomi Mi 11 - 256GB - Horizon Blue (Ohne Simlock) (Dual SIM),2173.98,,2,1,Cell Phones & Accessories,1,New,1392,silian123,85,192,Germany
1391,1393,1,599,1,Xiaomi Mi 11 Lite 6gb 64gb Blue,1132.03,,2,1,Cell Phones & Accessories,1,New,1393,thomas3691,279,599,Italy
1392,1351,1,14,1,Xiaomi Mi 11 5G 8+128GB Midnight Gray no extra cost Fast Ship,1012.74,,2,1,Cell Phones & Accessories,1,New,1351,tom-phones-uk,27,14,United Kingdom
1393,1351,1,14,1,"Xiaomi Mi 11 6.81"" 5G 8GB 128GB 108MP STOCK UPTADED 20 + ITEAMS",96.67,,2,1,Cell Phones & Accessories,1,New,1351,tom-phones-uk,27,14,United Kingdom
1394,1396,1,14,1,"Xiaomi Mi 11 6.81"" 5G 8GB 128GB 108MP Android11 Midnight Gray SEALED BOX",3038.22,,2,1,Cell Phones & Accessories,1,New,1396,razvabrezoian_0,40,14,United Kingdom
1395,1397,1,1,77,Xiaomi mi 11,2664.56,,2,1,Cell Phones & Accessories,77,Open box,1397,ajsurf1-1,126,1,United States
1396,1398,1,14,1,Xiaomi Mi 11 5G 256gb Midnight Gray Dual Sim Vodafone,2992.19,,2,1,Cell Phones & Accessories,1,New,1398,pokeliamtiktok,37,14,United Kingdom
1397,1298,1,1,77,OPEN Box - Xiaomi Mi 9T Pro 128GB 6GB Ram (FACTORY UNLOCKED) 6.39 48MP (Global),1199.02,96.36,2,1,Cell Phones & Accessories,77,Open box,1298,techno.trading.house,25118,1,United States
1398,1400,1,63,1,Xiaomi Mi 10 Lite Smartphone MIUI 11 Snapdragon 765G Octa Core 5G GPS Global ROM,1735.26,0.0,2,1,Cell Phones & Accessories,1,New,1400,ahappyprice,3543,63,China
1399,1401,1,14,77,Xiaomi Mi 11 256GB Global,3171.72,,2,1,Cell Phones & Accessories,77,Open box,1401,theforetold1-3,103,14,United Kingdom
1400,1401,1,14,77,256gb Xiaomi mi 11 Horizon Blue,3401.89,,2,1,Cell Phones & Accessories,77,Open box,1401,theforetold1-3,103,14,United Kingdom
1401,906,1,599,1,"XIAOMI MI 11 HORIZON BLUE 8GB RAM 256GB ROM DUAL SIM DISPLAY 6.81"" ANDROID",2898.59,,2,1,Cell Phones & Accessories,1,New,906,satgroupsrl,55571,599,Italy
1402,906,1,599,1,"XIAOMI MI 11 MIDNIGHT GRAY 8GB RAM 256GB ROM DUAL SIM DISPLAY 6.81"" ANDROID",2898.59,,2,1,Cell Phones & Accessories,1,New,906,satgroupsrl,55571,599,Italy
1403,1405,1,192,1,Xiaomi Mi 11 Ram 8GB Rom 128 GB - Midnight Gray  (Dual SIM),2659.69,,2,1,Cell Phones & Accessories,1,New,1405,bollonix,460,192,Germany
1404,1406,1,599,1,Xiaomi Mi 11 5G - Smartphone,2741.95,,2,1,Cell Phones & Accessories,1,New,1406,donas33c,4,599,Italy
1405,1407,1,192,1,Xiaomi Mi 11 - 128GB Smartphone Midnight Gray Dual SIM,2741.56,,2,1,Cell Phones & Accessories,1,New,1407,hamburgsfinest2,103,192,Germany
1406,1408,1,192,1,Xiaomi Mi 11 - 256GB - Midnight Grey - NEU - (Ohne Simlock),2738.03,,2,1,Cell Phones & Accessories,1,New,1408,iman.kabuli,152,192,Germany
1407,1409,1,14,1,Xiaomi Mi11 5g Signature Edition 12GB RAM 256GB Storage Rare Collectors Piece,3728.72,,2,1,Cell Phones & Accessories,1,New,1409,rjchalklin,2428,14,United Kingdom
1408,1410,1,192,1,Xiaomi Mi 11 - 256GB - Midnight Gray (Dual SIM) (Neu & OVP),2816.37,,2,1,Cell Phones & Accessories,1,New,1410,utksahinkayal0,2,192,Germany
1409,1383,1,115,1,"Brand New Xiaomi Mi 11 5G - 8 / 256GB - 6.8""  Unlocked [ AU Seller ] Exp",3238.85,,2,1,Cell Phones & Accessories,1,New,1383,fastcomm,1957,115,Australia
1410,1412,1,599,1,"XIAOMI MI 11 6.81"" 256GB RAM 8GB DUAL SIM 5G GREY TIM ITALIA",2937.76,,2,1,Cell Phones & Accessories,1,New,1412,cybernerd_it,28,599,Italy
1411,1413,1,599,77,Xiaomi Mi 11 - 128GB - Midnight Gray (Sbloccato) (Doppia SIM),2702.78,,2,1,Cell Phones & Accessories,77,Open box,1413,silvibazell0,20,599,Italy
1412,1414,1,14,1,"Xiaomi Mi 11 5G - Smartphone 8GB+128GB, 6,81” WQHD+ AMOLED quad-curved",3314.42,,2,1,Cell Phones & Accessories,1,New,1414,victormano-0,204,14,United Kingdom
1413,1415,1,192,1,NEU & OVP Xiaomi Mi 11 5G mit 256GB Horizon Blue NEU & OVP,3129.74,,2,1,Cell Phones & Accessories,1,New,1415,niftel,1175,192,Germany
1414,1416,1,599,1,Xiaomi Mi 11 5G - Smartphone 8GB Ram + 128GB GARANZIA 24 MESI ITALIA,2738.03,,2,1,Cell Phones & Accessories,1,New,1416,hero.buy,68,599,Italy
1415,1361,1,1361,1,"Xiaomi Mi 11 Snapdragon 888 12GB+256GB 6.81"" 2K AMOLED 5G European Rom White",3224.12,66.58,2,1,Cell Phones & Accessories,1,New,1361,scarletwill,11,1361,Taiwan
1416,1418,1,599,8,"Xiaomi Mi 10, 6.67"", 8GB 256GB, SIM Singola 5G, Verde, Android 11, ROM EU",1645.17,,2,1,Cell Phones & Accessories,8,Used,1418,maionchandre-0,8,599,Italy
1417,1419,1,192,1,Xiaomi Mi 11 - 256GB - Midnight Grey (Ohne Simlock) (Dual SIM),3035.73,,2,1,Cell Phones & Accessories,1,New,1419,wo.wi,279,192,Germany
1418,592,1,211,1,"Xiaomi Mi 11 6.81"" 5G 8/256GB BLUE GLOBAL VERSION 108MP Snapdragon 888 By FedEx",2997.57,139.89,2,1,Cell Phones & Accessories,1,New,592,bq_shop,17243,211,Hong Kong
1419,1268,1,63,1,Xiaomi Mi 11 5G Smartphone MIUI 12 Snapdragon 888 Octa Core Touch ID NFC 108MP,2401.4,0.0,2,1,Cell Phones & Accessories,1,New,1268,likesell365,4906,63,China
1420,1381,1,1381,1,Xiaomi Mi 11 8GB RAM 128GB ROM NFC In Screen Fingerprint Face ID Triple Rear Cam,3327.37,0.0,2,1,Cell Phones & Accessories,1,New,1381,lipenc_0,7,1381,Bulgaria
1421,1254,1,63,1,Xiaomi Mi 10 Lite 5G Smartphone MIUI 11 Snapdragon 765G Octa Core GPS Global ROM,1735.26,0.0,2,1,Cell Phones & Accessories,1,New,1254,manysellok,25703,63,China
1422,1424,1,192,1,Xiaomi Mi 11 - 256GB - Horizon Blue (Ohne Simlock) (Dual SIM),2820.29,,2,1,Cell Phones & Accessories,1,New,1424,marionselinka,0,192,Germany
1423,1425,1,192,1,NEU❗ XIAOMI MI 11 256GB/12GB + 108MP + 2K DISPLAY+HARMAN KARDON,3211.96,,2,1,Cell Phones & Accessories,1,New,1425,firestorm007gamingpc,91,192,Germany
1424,1426,1,599,1,"XIAOMI MI 11 5G GREY 6.81"" 8GB RAM 256GB GARANZIA 24 MESI GLOBAL",2855.55,,2,1,Cell Phones & Accessories,1,New,1426,sottocostock,126,599,Italy
1425,1427,1,192,1,"Xiaomi Mi 11, Midnight Gray, 256GB inkl. Mi Watch, Mi Box S und Mi Smart Speaker",12534.63,,2,1,Cell Phones & Accessories,1,New,1427,jandy0815,72,192,Germany
1426,1428,1,192,1,*NEU* Xiaomi  Mi 11-grau-256GB  grau 256GB Android Smartphone ohne Vertrag,3521.45,,3,1,Cell Phones & Accessories,1,New,1428,dashandy_de,808,192,Germany
1427,1429,1,115,1,Blue  Xiaomi Mi 11 8GB Ram 128GB Storage,3038.8,,3,1,Cell Phones & Accessories,1,New,1429,agar-343,0,115,Australia
1428,1430,1,56,1,Xiaomi Mi 11 - 256Go - bleu (Déverrouillé) (Dual SIM),3016.15,,3,1,Cell Phones & Accessories,1,New,1430,dridsouhey-0,11,56,France
1429,1427,1,192,1,Xiaomi Mi 11 - 256GB - Midnight Gray inklusive Mi Smart Speaker (Ohne Simlock),3016.15,,3,1,Cell Phones & Accessories,1,New,1427,jandy0815,72,192,Germany
1430,1432,1,47,77,"Xiaomi Mi A3 4GB 64GB 6.1"" Amoled 48MPx Version Global Movil Libre Android 11",626.54,,3,1,Cell Phones & Accessories,77,Open box,1432,xiaomi.lab,3,47,Spain
1431,1433,1,192,2,Xiaomi Mi 9T - 128GB - Schwarz transparente Rückseite Android 11 Einzelstück,759.91,,3,1,Cell Phones & Accessories,2,Seller refurbished,1433,numaaki_45,72,192,Germany
1432,1434,1,192,1,"XIAOMI MI 11 256 GB midnight gray,NEU/OVP simlockfrei, Rechnung,Garantie",3043.57,,3,1,Cell Phones & Accessories,1,New,1434,visusventuju,42,192,Germany
1433,1432,1,47,77,"128GB Xiaomi Mi A3 6,1"" Amoled 48MPx Movil Libre Android 11 Version Global",665.71,,3,1,Cell Phones & Accessories,77,Open box,1432,xiaomi.lab,3,47,Spain
1434,1412,1,599,1,"XIAOMI MI 11 6.81"" 256GB RAM 8GB DUAL SIM 5G HORIZON BLUE TIM ITALIA",3090.53,,3,1,Cell Phones & Accessories,1,New,1412,cybernerd_it,28,599,Italy
1435,1437,1,599,1,Smartphone XIAOMI MI11 nuovo GARANZIA ITALIA - 256GB+8GB RAM,3016.11,,3,1,Cell Phones & Accessories,1,New,1437,ebikefuture,36,599,Italy
1436,1437,1,599,1,"""colore non + disponibile"" XIAOMI MI11 nuovo GARANZIA ITALIA - 256GB+8GB RAM",3016.11,,3,1,Cell Phones & Accessories,1,New,1437,ebikefuture,36,599,Italy
1437,1439,1,14,1,"Xiaomi Mi 11 5G - Smartphone 8GB+128GB, 6,81 108MP+13MP+5MP Triple Camera, 4600m",3954.29,,3,1,Cell Phones & Accessories,1,New,1439,joanna150170,100,14,United Kingdom
1438,1440,1,599,1,"XIAOMI MI 11 6.81"" 256GB RAM 8GB DUAL SIM 5G GREY TIM ITALIA",2937.8,,3,1,Cell Phones & Accessories,1,New,1440,valo2021,507,599,Italy
1439,1441,1,192,1,Xiaomi Mi 11 5G 256 GB Midnight Gray  (Ohne Simlock) (Dual SIM),3897.49,,3,1,Cell Phones & Accessories,1,New,1441,alexehanna0,33,192,Germany
1440,1442,1,192,1,"MÄRZ SPECIAL! Xiaomi Mi 11 5G 256GB,Midnight Gray,grau,NEU,OVP,GARANTIE,Rechnung",2969.14,,3,1,Cell Phones & Accessories,1,New,1442,guentegloed0,16,192,Germany
1441,1443,1,192,1,Xiaomi Mi 11 - Ram 8 GB Rom 128 GB - Midnight Gray (Dual SIM) - NEU - OVP -,3133.62,,3,1,Cell Phones & Accessories,1,New,1443,bart.s78,1217,192,Germany
1442,1428,1,192,1,*NEU* Xiaomi  Mi 11-blau-256GB  blau 256GB Android Smartphone ohne Vertrag,3521.45,,3,1,Cell Phones & Accessories,1,New,1428,dashandy_de,808,192,Germany
1443,1445,1,599,1,XIAOMI MI 11 5G HORIZON BLU 8GB RAM 256GB ROM DUAL SIM DISPLAY 6.81”ANDROID,3051.4,,3,1,Cell Phones & Accessories,1,New,1445,serluc8,205,599,Italy
1444,1446,1,63,1,Xiaomi Mi 11 Smartphone 8GB RAM 256GB ROM Snapdragon 888 Octa Core (GRAY COLOR),3935.44,,3,1,Cell Phones & Accessories,1,New,1446,myrsh_89,78,63,China
1445,1447,1,599,1,Xiaomi mi 11 Black 8 Gb/128 Gb,2741.95,,3,1,Cell Phones & Accessories,1,New,1447,pachiap-9656,0,599,Italy
1446,1448,1,599,1,Xiaomi Mi 11 - 128GB - Midnight Gray (Unlocked) (Doppia SIM),3329.47,,3,1,Cell Phones & Accessories,1,New,1448,mediaplanetsrl,3,599,Italy
1447,1449,1,599,1,"XIAOMI MI 11 6.81"" 256GB RAM 8GB DUAL SIM 5G GRAY",3470.17,,3,1,Cell Phones & Accessories,1,New,1449,mrobotech,1810,599,Italy
1448,1450,1,599,1,XIAOMI MI 11 5G HORIZON BLU 8GB RAM 256GB ROM DUAL SIM DISPLAY 6.81”ANDROID,3051.4,,3,1,Cell Phones & Accessories,1,New,1450,lello-shop57,10,599,Italy
1449,1451,1,599,1,MI 11 8/256 HORIZON BLUE XIAOMI MI UFFICIALE 2 Anni Garanzia Italia,3524.97,,3,1,Cell Phones & Accessories,1,New,1451,micorneritalia,4,599,Italy
1450,1449,1,599,1,"XIAOMI MI 11 6.81"" 256GB RAM 8GB DUAL SIM 5G GREY TIM ITALIA",3447.3,,3,1,Cell Phones & Accessories,1,New,1449,mrobotech,1810,599,Italy
1451,1453,1,115,1,New Xiaomi Mi 11 5G Dual SIM M2011K2C Black 8GB/128GB  FREE SHIP,3231.26,,3,1,Cell Phones & Accessories,1,New,1453,atoths2-6,308,115,Australia
1452,1454,1,47,8,"mi 6x (miA2) ram 4Gb rom 64Gb 5,99 inc desbloqueado xiaomi.eu MIUI 11 Android 9",348.62,,3,1,Cell Phones & Accessories,8,Used,1454,robertosaez99,52,47,Spain
1453,1449,1,599,1,"XIAOMI MI 11 6.81"" 256GB RAM 8GB DUAL SIM 5G HORIZON BLUE TIM ITALIA",3625.8,,3,1,Cell Phones & Accessories,1,New,1449,mrobotech,1810,599,Italy
1454,1351,1,14,1,"Xiaomi Mi 11 6.81"" 5G 12GB 256GB 108MP Android11",234.77,,3,1,Cell Phones & Accessories,1,New,1351,tom-phones-uk,27,14,United Kingdom
1455,1351,1,14,1,"Xiaomi Mi 11 6.81"" 5G 12GB 256GB 108MP BRAND NEW FULL STOCK ARIVED",243.98,,3,1,Cell Phones & Accessories,1,New,1351,tom-phones-uk,27,14,United Kingdom
1456,1449,1,599,1,"SM XIAOMI MI 11 5G GRAY 6,81"" 8+256GB ITA",3383.96,,3,1,Cell Phones & Accessories,1,New,1449,mrobotech,1810,599,Italy
1457,1459,1459,1,2,"Apple Macbook Pro 13"" Laptop | i5 8GB RAM | 500GB HD | MacOS Catalina | Warranty",1292.31,125.9,1,1459,Computers/Tablets & Networking,2,Seller refurbished,1459,meepo-tek,5031,1,United States
1458,1460,1459,1,8,"Apple Macbook Pro 13"" Laptop / 2GHZ 4GB RAM + 120GB SSD / 1 Year Warranty",949.25,126.97,1,1459,Computers/Tablets & Networking,8,Used,1460,meepo-mac,371,1,United States
1459,1461,1459,1,2,"APPLE MACBOOK PRO RETINA 13"" | i7 3.1GHz | 16GB | 512GB SSD | A1502",2331.46,138.22,1,1459,Computers/Tablets & Networking,2,Seller refurbished,1461,anyhdd,1815,1,United States
1460,1462,1459,1,2,"Apple Macbook Pro 13"" Laptop | i5 8GB | 1TB HD | MacOS CATALINA | 3 YRS WARRANTY",1325.62,141.55,1,1459,Computers/Tablets & Networking,2,Seller refurbished,1462,cntelectronicinc,3324,1,United States
1461,1463,1459,1,8,MacBook Pro 15 inch Laptop / QUAD CORE i7 / 1TB SSD! / Retina / 3 Year Warranty,2528.0,141.99,1,1459,Computers/Tablets & Networking,8,Used,1463,roscoe-and-associates,1091,1,United States
1462,1459,1459,1,8,Apple Macbook Pro 15 Laptop | 4GB RAM + 120GB SSD | MAC OS | 1 YR WARRANTY,932.56,126.67,1,1459,Computers/Tablets & Networking,8,Used,1459,meepo-tek,5031,1,United States
1463,1465,1459,15,1,Macbook Pro 2020 16gb ram 512ssd Brand New Sealed In Box,2620.16,42.39,1,1459,Computers/Tablets & Networking,1,New,1465,powljul_0,0,15,Philippines
1464,1463,1459,1,8,"Apple MacBook Pro 13"" Laptop | Refurbished | 500 GB | MacOS 2019| WARRANTY!",1462.18,136.76,1,1459,Computers/Tablets & Networking,8,Used,1463,roscoe-and-associates,1091,1,United States
1465,1467,1459,14,8,"Apple MacBook Pro 2016 13.3"" I5 2.0 Ghz ,8GB, 256gb Space Grey A1708",1657.21,225.06,1,1459,Computers/Tablets & Networking,8,Used,1467,patrick.burden,212,14,United Kingdom
